REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,EDUCATION_LEVEL,Education Level,WEALTH_QUINTILE,Wealth Quintile,RESIDENCE,Residence,UNIT_MEASURE,Unit of measure,UNIT_MULTIPLIER,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,FREQ_COLL,Time interval at which the source data are collected
TON,Tonga,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,53.973419,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,66.064941,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,74.685928,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,49.576599,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,54.553589,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,50.928162,,,MICS 2019,,,,,,,0,Not Known
TUN,Tunisia,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,57.400002,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,40.099998,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,24.200001,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,30.6,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,48.400002,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,59,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,79.800003,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,29.6,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,57,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,48.700001,,,MICS 2018,,,,,,,0,Not Known
TUR,Türkiye,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,43.577709,,,DHS style 2013,,,,,,,0,Not Known
TUR,Türkiye,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,51.190842,,,DHS style 2013,,,,,,,0,Not Known
TUR,Türkiye,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2013,13.1252,,,DHS style 2013,,,,,,,0,Not Known
TUR,Türkiye,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2013,35.11105,,,DHS style 2013,,,,,,,0,Not Known
TUR,Türkiye,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2013,46.381828,,,DHS style 2013,,,,,,,0,Not Known
TUR,Türkiye,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2013,61.57737,,,DHS style 2013,,,,,,,0,Not Known
TUR,Türkiye,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2013,81.900383,,,DHS style 2013,,,,,,,0,Not Known
TUR,Türkiye,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2013,26.00873,,,DHS style 2013,,,,,,,0,Not Known
TUR,Türkiye,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2013,52.064159,,,DHS style 2013,,,,,,,0,Not Known
TUR,Türkiye,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,47.49535,,,DHS style 2013,,,,,,,0,Not Known
TUV,Tuvalu,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,60.479,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,45.387081,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2020,26.875059,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2020,47.336769,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2020,57.229321,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2020,52.962879,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2020,67.625977,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2020,41.935478,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2020,55.974838,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,52.63641,,,MICS 2019-20,,,,,,,,
TZA,United Republic of Tanzania,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,26.9,,,DHS 2015,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,32.200001,,,DHS 2015,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2015,6.4000001,,,DHS 2015,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2015,7.5999999,,,DHS 2015,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2015,15.3,,,DHS 2015,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2015,28.6,,,DHS 2015,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2015,62,,,DHS 2015,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2015,16.799999,,,DHS 2015,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2015,48.700001,,,DHS 2015,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,29.299999,,,DHS 2015,,,,,,,0,Not Known
UGA,Uganda,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,15.25169,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,18.297371,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2016,2.8574769,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2016,5.708416,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2016,7.183558,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2016,13.70153,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2016,38.091358,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2016,10.7077,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2016,30.109659,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,16.58814,,,DHS 2016,,,,,,,0,Not Known
UKR,Ukraine,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,96.800003,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,96.900002,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2012,90.599998,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2012,96.5,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2012,97.800003,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2012,98.099998,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2012,98.900002,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2012,93.5,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2012,98.099998,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,96.800003,,,MICS 2012,,,,,,,0,Not Known
UNICEF_EAP,East Asia and Pacific,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,65.576294,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,61.60627,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2022,31.925906,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2022,46.077265,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2022,58.111827,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2022,71.020601,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2022,85.942068,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2022,45.179286,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2022,75.884182,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,63.470597,,,UNICEF Global Database,,,,,,,,
UNICEF_EECA,Eastern Europe and Central Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,60.427822,,,UNICEF Global Database,,,,,,,,
UNICEF_EECA,Eastern Europe and Central Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,65.875721,,,UNICEF Global Database,,,,,,,,
UNICEF_EECA,Eastern Europe and Central Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2022,37.80363,,,UNICEF Global Database,,,,,,,,
UNICEF_EECA,Eastern Europe and Central Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2022,54.557742,,,UNICEF Global Database,,,,,,,,
UNICEF_EECA,Eastern Europe and Central Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2022,62.49341,,,UNICEF Global Database,,,,,,,,
UNICEF_EECA,Eastern Europe and Central Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2022,73.231954,,,UNICEF Global Database,,,,,,,,
UNICEF_EECA,Eastern Europe and Central Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2022,86.98724,,,UNICEF Global Database,,,,,,,,
UNICEF_EECA,Eastern Europe and Central Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2022,55.36966,,,UNICEF Global Database,,,,,,,,
UNICEF_EECA,Eastern Europe and Central Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2022,64.964035,,,UNICEF Global Database,,,,,,,,
UNICEF_EECA,Eastern Europe and Central Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,63.158592,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,23.465614,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,25.78399,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2022,6.4402029,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2022,9.804728,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2022,16.309083,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2022,25.495936,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2022,50.885104,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2022,13.669898,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2022,40.909224,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,24.483467,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and the Caribbean,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,66.07252,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and the Caribbean,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,59.458983,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and the Caribbean,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2022,36.438736,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and the Caribbean,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2022,52.412946,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and the Caribbean,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2022,64.285631,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and the Caribbean,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2022,74.145703,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and the Caribbean,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2022,87.07498,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and the Caribbean,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2022,41.608485,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and the Caribbean,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2022,68.984034,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and the Caribbean,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,62.787934,,,UNICEF Global Database,,,,,,,,
UNICEF_MENA,Middle East and North Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,43.567713,,,UNICEF Global Database,,,,,,,,
UNICEF_MENA,Middle East and North Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,41.588816,,,UNICEF Global Database,,,,,,,,
UNICEF_MENA,Middle East and North Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2022,22.678849,,,UNICEF Global Database,,,,,,,,
UNICEF_MENA,Middle East and North Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2022,28.887678,,,UNICEF Global Database,,,,,,,,
UNICEF_MENA,Middle East and North Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2022,36.713996,,,UNICEF Global Database,,,,,,,,
UNICEF_MENA,Middle East and North Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2022,49.285588,,,UNICEF Global Database,,,,,,,,
UNICEF_MENA,Middle East and North Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2022,69.604208,,,UNICEF Global Database,,,,,,,,
UNICEF_MENA,Middle East and North Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2022,31.87984,,,UNICEF Global Database,,,,,,,,
UNICEF_MENA,Middle East and North Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2022,52.537252,,,UNICEF Global Database,,,,,,,,
UNICEF_MENA,Middle East and North Africa,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,42.388599,,,UNICEF Global Database,,,,,,,,
UNICEF_SA,South Asia,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,35.659118,,,UNICEF Global Database,,,,,,,,
